발생일자,연도,시간,시간대,요일,지방청,해경서, 파출소,시·도,시·군·구,읍·면·동,상세주소,대분류,중분류,위치,대분류,세분류,위도,경도
2015-12-07,2015,10:54,,,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,신항 74번선석,항포구,,,침수,추락,36.01445833,129.4124806
2015-12-10,2015,18:35,오전,목요일,남해 지방청,울산,기장 파출소,부산광역시,기장군,장안읍,월내 출장소 앞 ,항포구,월내항,,침수,추락,35.32538889,129.2767222
2015-12-23,2015,,,,서해 지방청,목포,영광 파출소,전라남도,영광군,홍농읍,계마항 ,항포구,계마항,,침수,추락,35.38961111,126.4072222
2015-12-30,2015,13:20,,,남해 지방청,울산,방어진 파출소,울산광역시,동구,방어동,슬도 횟집 앞 ,항포구,동진항,,침수,추락,35.48122222,129.4318889
2016-01-04,2016,,,,서해 지방청,목포,북항 파출소,전라남도,신안군,압해읍,송고리 분재공원 선착장 앞 ,항포구,분재공원,선착장,침수,추락,34.84127778,126.2519167
2016-01-04,2016,22:29,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,욕지면,경남 통영시 욕지면 동항리 자부마을 앞 ,해안가,자부마을 동영디젤 앞 ,,침수,추락,34.63466667,128.269575
2016-01-09,2016,,,,동해 지방청,속초,속초 파출소,강원도,속초시,장사동,장사항 장사출장소 앞 ,항포구,장사항,,침수,추락,38.22596944,128.5888167
2016-01-12,2016,10:32,,,서해 지방청,완도,마량 파출소,전라남도,완도군,금일읍,완도군 금일읍 신평리 사이 바닷길 공사구간,해안가,해안도로,동송항,침수,추락,34.35493611,127.0617444
2016-01-13,2016,11:52,,,서해 지방청,여수,광양 파출소,전라남도,여수시,월래동,여수시 월래동 월래선착장 앞,항포구,월래,선착장,침수,추락,34.85923611,127.7183583
2016-01-16,2016,21:05,,,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,송도 형산강출장소 앞 해안가,해안가,,,침수,추락,36.03091944,129.3828528
2016-01-25,2016,09:48,,,동해 지방청,포항,강구 파출소,경상북도,영덕군,강구읍,강구 대게회타운(강구면 256-115),항포구,강구항,,침수,추락,36.35960556,129.3893972
2016-01-28,2016,19:50,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,사등면,경남 거제시 사등면 창호리 창촌마을 앞 ,항포구,,창촌마을 물량장,침수,추락,34.96120278,128.5155861
2016-02-19,2016,07:40,오전,금요일,남해 지방청,부산,광안리 파출소,부산광역시,해운대구,마린시티1로,해운대 티파니 유람선 선착장 앞 ,항포구,선착장,,침수,추락,35.15665278,129.1484056
2016-02-22,2016,12:55,,,동해 지방청,포항,영일만 파출소,경상북도,포항시,북구,오도1리항 남쪽 약 500미터 절벽 해안,해안가,해안도로,,비침수,추락,36.14926111,129.3975667
2016-02-26,2016,07:20,,,서해 지방청,완도,완도 파출소,전라남도,완도군,완도읍,완도군 완도읍 대신리 선착장,항포구,대신리,신정 방파제,침수,추락,34.31623889,126.6753278
2016-03-14,2016,23:40,저녁,월요일,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,함덕리,제주시 함덕리 함덕포구에서 차량 추락,항포구,,,침수,추락,33.54591667,126.6609167
2016-03-19,2016,18:12,,,남해 지방청,창원,신항광역 파출소,경상남도,창원시,안돌동,안골동 대성티엘에스 앞 ,해안가,해안도로,대성티엘에스 앞,침수,추락,35.08761111,128.7847222
2016-04-06,2016,16:30,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,미수동,통영시 미수동 소재 우성수산 앞 ,해안가,해안도로,우성수산 앞,침수,추락,34.82516944,128.3949306
2016-04-13,2016,00:55,,,동해 지방청,포항,포항 파출소,경상북도,포항시,북구,포항지방해양수산청 후문 앞 ,항포구,포항구항,해안가,침수,추락,36.05155,129.3742333
2016-04-22,2016,13:50,,,남해 지방청,창원,마산 파출소,경상남도,마산시,구산면,마산 구산면 욱곡 방파제 앞 20미터 ,항포구,방파제,,,추락,35.09555556,128.5555556
2016-04-23,2016,22:30,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 소재 신기선착장 끝단,항포구,신기항,선착장,침수,추락,34.60080833,127.7405833
2016-04-23,2016,04:35,,,동해 지방청,포항,포항 파출소,경상북도 ,포항시 ,북구,이어도 횟집 앞 ,해안가,두호항,해안가,침수,추락,36.0639,129.3875361
2016-05-08,2016,,,,서해 지방청,목포,지도 파출소,전라남도,무안군,운남면,조금나루선착장,항포구,조금나루,선착장,일부침수,추락,34.99334167,126.3331556
2016-05-10,2016,04:18,심야,화요일,서해 지방청,목포,진도 파출소,전라남도,진도군,임회면,전남 진도군 임회면 남동리 인근 ,해안가,,,침수,추락,34.36436389,126.1636778
2016-05-10,2016,,,,남해 지방청,울산,온산 파출소,울산광역시,남구,장생포동,장생포교회 앞 ,항포구,장생포항,장생포교회 앞,침수,추락,35.50255556,129.3774444
2016-05-10,2016,06:24,오전,,남해 지방청,통영,사천 파출소,경상남도,사천시,사남면,사천시 사남면 HSG중공업 크레인 앞 1m ,항포구,해안도로,HSG 중공업 크레인,침수,추락,35.06349722,128.0428667
2016-05-18,2016,20:49,,,중부 지방청,인천,인항 파출소,인천광역시,중구,항동,인천 중구 항동소재 연안부두 웅진수협바지 앞 ,항포구,연안부두,7잔교,침수,추락,37.45771389,126.5967444
2016-05-21,2016,05:22,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 군내 도선장,항포구,돌산항,군내리 방파제,침수,추락,34.61368889,127.7235333
2016-05-31,2016,10:15,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,운서동,영종도 잠진선착장이 아닌 덕교선착장 사고현장 수정,항포구,거잠포,선착장,침수,추락,37.42165278,126.4255333
2016-06-02,2016,04:40,심야,목요일,중부 지방청,인천,인항 파출소,인천광역시,중구,월미동,인천 중구 북성동 소재 인천해경 월미출장소 옆(공영주차장 앞 ),해안가,월미출장소 앞,주차장,침수,추락,37.476975,126.5978
2016-06-05,2016,14:05,오후,,남해 지방청,통영,노량 파출소,경상남도,사천시,서포면,경남 사천시 서포면 비토리(낙지포항),항포구,낙지포항,비토리 한일횟집 앞,침수,추락,34.96630278,127.9723806
2016-06-09,2016,11:02,오전,,남해 지방청,통영,통영 파출소,경상남도,통영시,용남면,거제 견내량 위판장 나루터 낚시점 앞 공터,항포구,해안도로,나래피싱 앞 공터,침수,추락,34.88641667,128.4692222
2016-06-11,2016,21:00,,,서해 지방청,완도,마량 파출소,전라남도,완도군,고금면,완도군 고금면 교성 선착장 해안도로,해안가,해안도로,교성,비침수,추락,34.42056944,126.8430556
2016-06-18,2016,17:10,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,하청면,경남 거제시 칠천도 해피투어 선착장 인근(통영장어무한리필 식당 앞),항포구,선착장,통영장어무한리필 식당 앞,침수,추락,34.98091667,128.6468611
2016-06-19,2016,07:00,,,남해 지방청,부산,광안리 파출소,부산광역시,남구,용호동,용호항 수상레저업체 더크라운 앞 ,항포구,용호항,더크라운 앞,침수,추락,35.13133333,129.1188611
2016-06-20,2016,06:08,오전,월요일,남해 지방청,울산,온산 파출소,울산광역시,남구,장생포동,울산 장생포 한백트레이딩 앞 ,해안가,해안도로,,침수,추락,35.50108333,129.3708889
2016-06-20,2016,18:29,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,광도면,통영시 광도면 창포항,항포구,창포항,물량장,침수,추락,36.40650556,129.4265722
2016-06-24,2016,21:33,,,남해 지방청,울산,기장 파출소,부산광역시,기장군,기장읍,기장군 소재 두호항포구,항포구,두호항,,침수,추락,35.24252778,129.2466667
2016-06-30,2016,04:40,심야,목요일,남해 지방청,통영,고현 파출소,경상남도,거제시,사등면,경남 거제시 사등면 가조도 창내 어촌계 회관 방파제 앞 20미터 ,항포구,방파제,창내어촌계 회관 앞 방파제,침수,추락,34.95894722,128.5286833
2016-07-03,2016,06:30,오전,,남해 지방청,통영,남해 파출소,경상남도,남해군,미조면,경남 남해군 미조면 미조리 남항 수협 유류 급유소 ,항포구,,남항수협 유류급유소,침수,추락,34.70904167,128.0465167
2016-07-04,2016,16:23,오후,월요일,서해 지방청,목포,진도 파출소,전라남도,진도군,임회면,진도군 임회면 마세리 인근 뻘,항포구,,,비침수,추락,34.37887778,126.1266417
2016-07-04,2016,11:33,오전,월요일,서해 지방청,여수,봉산 파출소,전라남도,여수시,화양면,여수시 화양면 백야도 동머리 방파제 앞 ,항포구,동머리,방파제,,추락,34.61233056,127.6515972
2016-07-13,2016,06:55,,,제주 지방청,서귀포,성산 파출소,제주특별자치도,서귀포시,성산읍,성산 도항선 선착장 항내 차량 추락,항포구,선착장,,침수,추락,33.47355556,126.9338333
2016-08-09,2016,14:22,,,서해 지방청,완도,마량 파출소,전라남도,완도군,약산면,완도군 약산면 당목항 여객선착장 앞 ,항포구,선착장,,침수,추락,34.37833333,126.9463889
2016-08-14,2016,07:46,오전,일요일,서해 지방청,목포,북항 파출소,전라남도,신안군,압해읍,신안군 압해읍 신장리 선착장,항포구,신장리,선착장,침수,추락,34.81475833,126.3571
2016-08-18,2016,,,,서해 지방청,목포,진도 파출소,전라남도,진도군,의신면,금갑리수품항 수품출장소 앞 ,항포구,수품항,,침수,추락,34.37946111,126.3068722
2016-08-22,2016,16:56,,,서해 지방청,완도,완도 파출소,전라남도,완도군,완도읍,완도군 완도읍 완도항 1부두,항포구,,,침수,추락,34.32111111,126.7486111
2016-08-26,2016,23:02,,,동해 지방청,포항,호미곶 파출소,경상북도 ,포항시 ,남구 ,도구해수욕장,해수욕장,도구 해수욕장,,침수,추락,35.99186111,129.4432139
2016-09-07,2016,09:00,오전,,서해 지방청,군산,해망 파출소,전라북도,군산시,옥도면,개야도 선착장,항포구,개야도항,선착장,비침수,추락,36.03255833,126.5565972
2016-09-07,2016,09:01,오전,수요일,서해 지방청,군산,변산 파출소,전라북도,군산시,옥도면,군산시 옥도면 개야도 선착장,항포구,개야도항,선착장,비침수,추락,36.03255833,126.5565972
2016-09-11,2016,10:04,오전,일요일,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,충남 서천군 서면 홍원항 마리나부두 선착장,항포구,선착장,마리나 선착장,침수,추락,36.15951111,126.50665
2016-09-13,2016,02:53,심야,,남해 지방청,통영,사천 파출소,경상남도,사천시,늑도동,사천시 늑도동 선착장 경사로,항포구,선착장,늑도동 선착장,침수,추락,34.92361389,128.0406222
2016-09-15,2016,10:04,오전,,남해 지방청,통영,사천 파출소,경상남도,사천시,향촌동,사천시 신향마을 방파제 앞,항포구,방파제,신향마을 방파제,침수,추락,34.92396111,128.0932194
2016-09-17,2016,16:20,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,무의도,인천 중구 무의도 광명항 인근 덕점방파제,방파제,광명항,덕점,침수,추락,37.37138611,126.4350028
2016-09-19,2016,23:57,,,남해 지방청,부산,송정 파출소,부산광역시,기장군,기장읍,공수마을 시랑리 해안도로 '아랫길 횟집' 앞 해안가,해안가,해안도로,,일부침수,추락,35.18658889,129.2143528
2016-09-21,2016,11:13,오전,수요일,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,보령시 신흑동 대천항 근해안강망 부두 앞 ,항포구,대천항,안강망 부두,비침수,추락,36.32752778,126.5137861
2016-09-25,2016,,,,서해 지방청,목포,북항 파출소,전라남도,목포시,북항동,북항 2부두 선착장,항포구,북항,2부두,침수,추락,34.80588333,126.3632528
2016-09-27,2016,23:23,,,서해 지방청,완도,노화 파출소,전라남도,완도군,소안면,완도군 소안면 진산리 선착장,항포구,진산항,진산 선착장,침수,추락,34.12601389,126.6518306
2016-09-28,2016,18:04,저녁,수요일,서해 지방청,여수,녹동 파출소,전라남도,보성군,회천면,보성군 회천면 율포선착장 앞 ,항포구,율포항,율포선착장,침수,추락,34.66731111,127.0842889
2016-09-29,2016,,,,서해 지방청,목포,지도 파출소,전라남도,무안군,현경면,홀통선착장,항포구,홀통,선착장,침수,추락,35.06183333,126.3319278
2016-10-07,2016,20:24,,,서해 지방청,완도,마량 파출소,전라남도,완도군,약산면,완도군 약산면 천동선착장 앞 ,항포구,천동,선착장 앞,침수,추락,34.39372778,126.8720583
2016-10-17,2016,13:47,,,서해 지방청,완도,회진 파출소,전라남도,완도군,금당면,완도군 금당면 차우리 앞 항포구,항포구,차우리항,차우리 앞,침수,추락,34.43506944,127.0706361
2016-10-20,2016,06:50,오전,목요일,서해 지방청,목포,북항 파출소,전라남도,무안군,운남면,무안군 운남면 신월선착장 ,항포구,신월항,신월리 선착장,침수,추락,34.96133333,126.2978611
2016-10-27,2016,19:30,,,제주 지방청,서귀포,성산 파출소,제주특별자치도,서귀포시,성산읍,서귀포시 성산읍 온평리 환해장성로 531앞 해안,해안가,,,침수,추락,33.40398056,126.9037889
2016-10-30,2016,14:00,,,중부 지방청,태안,안면 파출소,충청남도,서산시,부석면,창리항 선착장,항포구,창리항,선착장,침수,침수,36.62444444,126.3669444
2016-11-02,2016,08:09,오전,,남해 지방청,통영,장승포 파출소,경상남도,거제시,일운면,거제시 일운면 와현 유람선 선착장,항포구,방파제,와현 유람선,침수,추락,34.81120278,128.7050639
2016-11-05,2016,15:20,,,남해 지방청,부산,명지 파출소,부산광역시,강서구,명지동,중리항(어민복지회관) 앞,항포구,중리항,어민복지회관 앞,침수,추락,35.10661111,128.9298333
2016-11-05,2016,07:55,,,제주 지방청,제주,한림 파출소,제주특별자치도,제주시,한림읍,한림항 화물선 부두 앞 ,항포구,한림항,,침수,추락,33.41247222,126.2555278
2016-11-07,2016,06:03,오전,,남해 지방청,통영,사천 파출소,경상남도,고성군,하일면,고성군 용암포 방파제,항포구,용암포항,,침수,추락,34.90203333,128.1741472
2016-11-12,2016,18:24,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 구산면 심리 삼보가든 횟집,해안가,해안도로,상용호 삼거리 삼보가든,침수,추락,35.07615,128.6023361
2016-11-30,2016,13:44,,,동해 지방청,포항,감포 파출소,경상북도,경주시,감포읍,감포항 수협 급유소,항포구,감포항,수협 급유소,침수,추락,35.80811389,129.5044667
2016-12-11,2016,20:30,,,서해 지방청,여수,광양 파출소,전라남도,여수시,묘도동,여수시 묘도동 광양포 선착장,항포구,광양포 마을,선착장,침수,추락,34.88976389,127.6974028
2016-12-25,2016,10:17,오전,일요일,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,제주항 5부두,제주시 제주항 5부두,항포구,,,침수,추락,33.52377778,126.5413056
2017-01-01,2017,10:33,오전,일요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,672 북항 1부두 선착장,항포구,북항,1부두,침수,추락,34.80612778,126.3617417
2017-01-04,2017,16:43,,,서해 지방청,완도,마량 파출소,전라남도,강진군,도암면,강진군 도암면 용산리 선착장 ,방파제,용산리,선착장,침수,추락,34.54201944,126.7685611
2017-01-04,2017,11:00,,,제주 지방청,서귀포,성산 파출소,제주특별자치도,제주시,우도면,삼양동 전경초소 남동쪽 50m 지점,해안가,,,일부침수,추락,33.39151667,126.904375
2017-01-06,2017,17:39,오후,금요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,672 북항 1부두 선착장,항포구,북항,1부두,침수,추락,34.80612778,126.3617417
2017-01-07,2017,07:44,,,제주 지방청,제주,한림 파출소,제주특별자치도,제주시,애월읍,제주시 애월읍 소재 애월 해안로 하얀성 앞 갯바위,해안가,갯바위,해안로 하얀성 앞,침수,추락,33.47830556,126.3670278
2017-01-15,2017,14:27,오후,일요일,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,선녀바위로,남서방,항포구,선녀바위,선착장,일부침수,침수,37.43653889,126.3817167
2017-01-17,2017,11:26,,,제주 지방청,서귀포,서귀포 파출소,제주특별자치도,서귀포시,칠십리로,서귀포수협 연쇄점 앞 ,항포구,,,침수,추락,33.23950833,126.5633972
2017-01-25,2017,03:20,,,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,포항 송도동 포항운하부근 ,항포구,포항운하부근,,침수,추락,36.03555556,129.3705556
2017-01-30,2017,11:36,오전,월요일,제주 지방청,서귀포,화순 파출소,제주특별자치도,서귀포시,대정읍,운진항 소형어선 부두,항포구,운진항,소형어선 계류시설,침수,추락,33.21041111,126.2564667
2017-02-03,2017,,,,동해 지방청,속초,주문진 파출소,강원도,강릉시,주문진읍,주문진항 해피아워호 부두,항포구,주문진항,해피아워호 부두,비침수,추락,37.88888889,128.8277778
2017-02-12,2017,13:30,,,중부 지방청,인천,연평 파출소,인천광역시,웅진군,연평면,당섬 외항 선착장(화물선 작업 부두),항포구,당섬,외항 선착장,침수,추락,37.655725,125.7129833
2017-02-12,2017,,,,중부 지방청,평택,평택 파출소,충청남도,당진시,송악읍,부곡공단로 68-20 짬모텔 앞,해안가,모래밭,짬모텔,침수,침수,36.94361111,126.7938889
2017-02-22,2017,20:33,,,동해 지방청,포항,영일만 파출소,경상북도,포항시,북구,포항시 흥해읍 칠포리 54-4(마루펜션 인근 해안가),해안가,해안도로,,비침수,추락,36.14590278,129.3966611
2017-02-25,2017,13:55,,,서해 지방청,완도,노화 파출소,전라남도,완도군,소안면,완도군 소안면 비서리 선착장,항포구,소안도나루터,비서리 선착장,침수,추락,34.17238611,126.6503
2017-02-26,2017,16:11,,,서해 지방청,목포,지도 파출소,전라남도,신안군,증도면,방축리 선착장,항포구,검산항,방축리 선착장,침수,추락,34.99561667,126.1060167
2017-02-28,2017,16:02,오후,,남해 지방청,통영,장승포 파출소,경상남도,거제시,장승포동,거제시 장승포동 수협 앞 방파제,항포구,장승포동 수협,,침수,추락,34.86647222,128.7298333
2017-03-01,2017,10:16,오전,수요일,중부 지방청,인천,신항만 파출소,경기도,시흥시,정왕동,시화방조제 중간선착장,항포구,시화방조제,중간선착장,침수,추락,37.32520278,126.6550444
2017-03-05,2017,14:20,,,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,형산강출장소 앞 슬립웨이,항포구,형산강,형산강 출장소 앞 슬립웨이,침수,추락,36.03088611,129.3828722
2017-03-12,2017,14:26,오후,일요일,중부 지방청,평택,대부 파출소,경기도,화성시,우정읍,우정읍 매향리 농섬 진입로 중간지점,갯벌,,매항리 농섬,비침수,침수,37.03538611,126.7475778
2017-03-12,2017,08:10,,,제주 지방청,서귀포,서귀포 파출소,제주특별자치도,서귀포시,서귀동,서귀포항 6부두 외측 끝단,항포구,서귀포항,6부두 외측 끝단,침수,추락,33.237275,126.5693833
2017-03-15,2017,01:18,,,중부 지방청,태안,모항 파출소,충청남도,태안군,소원면,만리포해수욕장 해변,해수욕장,만리포 해수욕장,,일부침수,침수,36.78505833,126.1417472
2017-03-23,2017,07:28,,,제주 지방청,서귀포,화순 파출소,제주특별자치도,서귀포시,대정읍,운진항 여객대합실 앞 항내 ,항포구,운진항,여객대합실 앞 해상,침수,추락,33.20957778,126.2582056
2017-04-01,2017,,,,중부 지방청,평택,대부 파출소,경기도,화성시,우정읍,매향리 농섬 진입로,갯벌,,,비침수,침수,37.03538611,126.7475778
2017-04-03,2017,17:35,,,중부 지방청,인천,영흥 파출소,인천광역시,옹진군,영흥면,영흥도 목섬 남방 약 200미터 ,무인도서,목섬,,침수,침수,37.2329,126.5358611
2017-04-08,2017,,,,중부 지방청,평택,평택 파출소,충청남도,당진시,신평면,부수리 105-6 해안산책로(맷돌포구),해안가,,,침수,추락,36.90194444,126.8158333
2017-04-09,2017,,,,중부 지방청,평택,대부 파출소,경기도,화성시,우정읍,매향리 농섬 진입로,갯벌,매향리 농섬,,침수,침수,37.03538611,126.7475778
2017-04-10,2017,20:15,,,중부 지방청,인천,신항만 파출소,인천광역시,송도동,,송도블루오션 인근 ,해안가,해안도로,도로,침수,추락,37.35595556,126.6546889
2017-04-10,2017,06:40,,,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,충남 보령시 신흑동 대천항 서부수협 앞,항포구,대천항,돌제선착장 슬립웨이,침수,추락,36.32749444,126.5138556
2017-04-12,2017,21:50,오후,,남해 지방청,통영,남해 파출소,경상남도,남해군,삼동면,남해군 삼동면 둔촌방파제 앞 ,항포구,둔촌항,방파제,침수,추락,34.83149167,128.0324167
2017-04-14,2017,10:45,오전,금요일,서해 지방청,목포,북항 파출소,전라남도,신안군,압해읍,고이도 선착장,항포구,고이항,고이도 선착장,침수,추락,34.96019167,126.2896611
2017-04-16,2017,04:31,심야,일요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,목포시 북항 수협유류저장고 앞 ,항포구,북항,수협유류저장고 앞,침수,추락,34.80156389,126.35635
2017-04-23,2017,11:50,오전,일요일,서해 지방청,부안,변산 파출소,전라북도,부안군,변산면,전라북도 부안군 변산면 가력도항 방파제(가력도 출장소 정면 건너편),항포구,,,비침수,추락,35.72604722,126.5291306
2017-04-28,2017,02:54,,,중부 지방청,인천,신항만 파출소,인천광역시,송도동,,인천 송도 lng 부두 입구 송도블루오션골프 연습장 앞 ,해안가,해안도로,도로,침수,추락,37.35595556,126.6546889
2017-04-29,2017,21:14,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,충남 서천군 서면 홍원 마리나항 슬립웨이,항포구,마리나항,슬립웨이,침수,추락,36.15951111,126.50665
2017-04-29,2017,05:00,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,충남 서천군 서면 홍원항 홍원파출소 부근,항포구,홍원항,홍원파출소 앞,비침수,추락,36.15901389,126.4998056
2017-05-03,2017,06:38,,,서해 지방청,여수,나로도 파출소,전라남도,고흥군,점암면,고흥군 점암면 여호항 여호위판소 앞,항포구,여호항,여호위판소,침수,추락,34.66253333,127.4711222
2017-05-04,2017,18:14,오후,,서해 지방청,군산,새만금 파출소,전라북도,군산시,옥도면,신시도항 물량장,항포구,신시도항,슬립웨이,일부침수,침수,35.82315556,126.4740639
2017-05-05,2017,00:24,,,중부 지방청,태안,학암포 파출소,충청남도,태안군,소원면,의항리 개목항 방향 웅도 방조제,해안가,웅도 방조제,,침수,침수,36.83065,126.1661806
2017-05-08,2017,23:09,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 우두리 용비치 펜션 앞 ,해안가,우두리 물양장,물량장,침수,추락,34.73318333,127.7433833
2017-05-09,2017,02:40,,,중부 지방청,인천,신항만 파출소,인천광역시,송도동, ,인천 송도 lng 부두 입구 송도블루오션골프 연습장 앞 ,해안가,해안도로,도로,침수,추락,37.35595556,126.6546889
2017-05-09,2017,10:09,,,남해 지방청,부산,광안리 파출소,부산광역시,수영구,광안해변로,광안대교(삼익비치아파트) 앞 ,해안가,,,침수,추락,35.14280556,129.1176944
2017-05-19,2017,14:54,오후,금요일,서해 지방청,목포,서산 파출소,전라남도,목포시,죽교동,수협 위판장 쇄빙탑 부근(수협위판장),항포구,목포항,수협위판장,침수,추락,34.78061111,126.3773194
2017-05-20,2017,02:21,,,중부 지방청,보령,오천 파출소,충청남도,보령시,오천면,충남 보령시 오천면 오천항 내 안강망 선착장,항포구,오천항,선착장,침수,추락,36.43895278,126.5196861
2017-05-20,2017,19:00,저녁,토요일,남해 지방청,부산,영도 파출소,부산광역시,영도구,태종로,한국해양대학교 실습선 앞 ,해안가,한국해양대학교,,침수,추락,35.07671389,129.087875
2017-05-21,2017,15:46,,,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,완도군 신지면 송곡 선착장,항포구,송곡항,장보고대교 교각 아래,침수,추락,34.34483611,126.7861667
2017-06-03,2017,04:16,심야,,남해 지방청,통영,고성 파출소,경상남도,통영시,광도면,통영시 광도면 안정리 예포마을 해안도로 끝,해안가,해안도로,,침수,추락,34.94166667,128.4255556
2017-06-04,2017,20:24,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,길상면,강화도 황산바다낚시터,해안가,해안도로,황산바다낚시터,비침수,추락,37.62020833,126.5354333
2017-06-07,2017,00:10,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,충남 서천군 서면 홍원항 가온낚시점 앞 슬립웨이,항포구,홍원항,가온낚시 앞 슬립웨이,침수,추락,36.15186389,126.5131917
2017-06-09,2017,16:20,,,중부 지방청,태안,학암포 파출소,충청남도,서산시,대산읍,웅도 잠수교,해안가,연육교,잠수교,침수,침수,36.92473333,126.3899917
2017-06-11,2017,05:25,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,화도면,강화도 후포항 선착장,항포구,후포항,선착장,침수,침수,37.64057222,126.3915167
2017-06-13,2017,17:51,,,중부 지방청,태안,학암포 파출소,충청남도,서산시,팔봉면,구도항 선착장 끝단 ,항포구,구도항,선착장,침수,침수,36.82736667,126.3272083
2017-06-13,2017,00:36,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,남면,여수시 남면 우학리 여남 초등학교 앞 도로,해안가,해안가 추락,,일부침수,추락,34.51076389,127.7665444
2017-06-15,2017,08:07,,,중부 지방청,보령,홍성 파출소,충청남도,홍성군,궁리,충남 홍성군 궁리 농어촌공사 사무실 앞 ,항포구,궁리포구,궁리 농어촌공사 사무실 앞,침수,추락,36.59437778,126.4569472
2017-06-18,2017,16:48,오후,일요일,서해 지방청,목포,서산 파출소,전라남도,목포시,삼학로,목포시 대흥수산 쇄빙탑 앞 ,항포구,목포항,대흥수산 앞,침수,추락,34.78665556,126.3928
2017-06-20,2017,11:10,오전,,서해 지방청,군산,비응 파출소,전라북도,군산시,비응도동,수협 제빙공장 앞,항포구,비응항,수협 제빙공장,침수,추락,35.93456111,126.5316111
2017-06-24,2017,21:55,저녁,,중부 지방청,평택,대산 파출소,충청남도,당진시,석문면,도비도 선착장,항포구,도비도항,선착장,일부침수,추락,37.01821389,126.4616306
2017-06-24,2017,04:40,심야,토요일,중부 지방청,보령,오천 파출소,충청남도,보령시,오천면,충남 보령시 오천면 오천항 내 안강망 선착장,항포구,오천항,선착장,침수,추락,36.43895278,126.5196861
2017-07-08,2017,21:00,저녁,토요일,서해 지방청,목포,진도 파출소,전라남도,진도군,의신면,인근 ,항포구,,,침수,추락,34.38968889,126.2912889
2017-07-10,2017,,,,남해 지방청,울산,울산항 파출소,울산광역시,남구,장생포동,"일반부두, 작업차 이동중 부주의로  추락",항포구,일반부두 앞,,침수,추락,35.5075,129.3872222
2017-07-11,2017,15:36,,,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,도두항서길,도루항 마리나 슬립웨이(경사지) 앞 ,항포구,도두항,슬립웨이,침수,추락,33.50826944,126.4662917
2017-07-15,2017,06:59,오전,토요일,중부 지방청,인천,인항 파출소,인천광역시,중구,축항대로,인천 중구 연안부두 5잔교 수협공판장 앞 ,항포구,연안부두,5잔교,침수,추락,37.45957222,126.5987611
2017-07-17,2017,07:39,,,서해 지방청,목포,영광 파출소,전라남도,영광군,연산면,두우리 갯벌체험장,갯벌,갯벌체험장,두우리 어촌마을체험관,일부침수,침수,35.23145556,126.3004639
2017-07-23,2017,13:06,,,제주 지방청,서귀포,화순 파출소,제주특별자치도,서귀포시,대정읍,수협어판장,항포구,모슬포항,수협어판장,침수,추락,33.21651389,126.2505667
2017-07-24,2017,18:08,,,중부 지방청,평택,대산 파출소,충청남도,서산시,대산읍,독곶리 해안가,해안가,해안도로,,침수,추락,36.98258611,126.3519722
2017-07-24,2017,18:08,저녁,월요일,중부 지방청,태안,학암포 파출소,충청남도,서산시,대산읍,"독곶리 509-8, 해안도로 옆 ",해안가,해안도로,,침수,추락,36.98258889,126.3519528
2017-07-31,2017,20:35,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,돌산읍,방죽포 해수욕장 방파제,방파제,방죽포,,비침수,추락,34.63077222,127.7942667
2017-08-04,2017,11:48,,,중부 지방청,태안,안면 파출소,충청남도,태안군,남면,당암포구,항포구,당암포구,,일부침수,침수,36.62146389,126.3554667
