발생일자,연도,시간,시간대,요일,지방청,해경서, 파출소,시·도,시·군·구,읍·면·동,상세주소,대분류,중분류,위치,대분류,세분류,위도,경도
2020-02-14,2020,01:54,,,동해 지방청,울진,축산 파출소,경상북도,영덕군,축산면,경정2리 항내,항포구,항내,경정2리항 주차장,침수,추락,36.48988056,129.4438111
2020-02-17,2020,10:00,오전,월요일,서해 지방청,군산,비응 파출소,전라북도,군산시,비응도동,비응항 수협저유소 옆,항포구,비응항,수협저유소,비침수,추락,35.93531667,126.5320944
2020-02-17,2020,00:01,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,소호동,여수시 소호동 항호마을 북방파제 우영수산 앞,방파제,소호항,북방파제 우영수산,비침수,추락,34.74881389,127.6574306
2020-02-23,2020,11:07,오전,일요일,중부 지방청,인천,영흥 파출소,인천광역시,옹진군,영흥면,인천 옹진군 영흥면 영흥로 366(중앙슈퍼) 앞,갯벌,붉은노리펜션,해안도로,비침수,추락,37.25265278,126.4751833
2020-02-25,2020,16:18,오후,,남해 지방청,통영,거제남부 파출소,경상남도,거제시,남부면,거제시 남부면 대포항 물량장(파출소 앞 물량장),항포구,대포항,물량장,침수,추락,34.71552778,128.5849028
2020-02-26,2020,08:11,오전,,남해 지방청,통영,통영 파출소,경상남도,통영시,광도면,통영시 광도면 덕포리 적덕마을 앞 ,방파제,덕포리 방파제,,침수,추락,34.92611111,128.4288889
2020-03-06,2020,21:10,,,서해 지방청,완도,노화 파출소,전라남도,완도군,노화읍,전남 완도군 노화읍 충도리 선착장,해안가,해안도로,,침수,추락,34.18118056,126.6127861
2020-03-08,2020,00:05,,,중부 지방청,평택, 안산 파출소,경기도,안산시,대부북동,방아머리나루터,항포구,방아머리,선착장,침수,추락,37.29665,126.5740361
2020-03-13,2020,18:05,,,제주 지방청,제주,한림 파출소,제주특별자치도,제주시,한림읍,제주시 한림읍 협재리 협재포구 내,항포구,협재포구,,침수,추락,33.39875,126.2432778
2020-03-14,2020,12:19,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 구산면 하포마을 앞,해안가,해안도로,하포마을 송가국수,침수,추락,35.05921389,128.5619694
2020-03-15,2020,00:01,심야,일요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,서해어업관리단 전용부두,항포구,전용부두,,침수,추락,34.79488056,126.3549833
2020-03-17,2020,14:00,오후,화요일,서해 지방청,목포,북항 파출소,전라남도,신안군,암태면,당사도 선착장,항포구,선착장,,침수,추락,34.88615556,126.1734194
2020-03-18,2020,14:24,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,장목면,거제시 장목면 외포리 외포위판장 앞 ,항포구,외포위판장,,침수,추락,34.93876944,128.7185778
2020-04-04,2020,16:47,,,중부 지방청,평택, 당진 파출소,충청남도,당진시,석문면,마섬포구 선착장 동쪽 (초입에서 약150미터 지점),항포구,장고항,석문방조제,침수,추락,37.02568889,126.579475
2020-04-07,2020,16:00,오후,화요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,북항5부두(외측),항포구,북항,5부두(외측),침수,추락,34.80219444,126.3567972
2020-04-08,2020,15:17,오후,수요일,서해 지방청,목포,신안 파출소,전라남도,신안군,자은도,자은도 남진항,항포구,남진항,슬립웨이,일부침수,추락,34.85705833,126.0656278
2020-04-09,2020,06:02,오전,,남해 지방청,통영,고현 파출소,경상남도,거제시,하청면,거제시 하청면 실전리 칠천교 항 ,항포구,실전항 방파제,,침수,추락,34.97854444,128.6506
2020-04-11,2020,15:35,,,중부 지방청,태안,안면 파출소,충청남도,태안군,안면읍,충남 태안군 안면읍 드르니항,항포구,드르니항,,침수,추락,36.58926389,126.3132444
2020-04-17,2020,08:22,오전,,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양읍 풍화리 향촌마을 선착장 앞,항포구,선착장,,침수,추락,34.83308333,128.3643389
2020-04-21,2020,12:25,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 해안대로 224-153 인근,해안가,해안도로,물류센터 앞,침수,추락,35.19403611,128.5716639
2020-04-24,2020,23:48,저녁,금요일,서해 지방청,완도,노화 파출소,전라남도,완도군,보길면,부황리 새천년카센터 앞 ,해안가,해안도로,,침수,추락,34.16848611,126.5546278
2020-04-25,2020,12:54,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,비인면,서천군 비인면 다사리 다사항 선착장,항포구,선착장,,침수,추락,36.09583333,126.6125
2020-04-25,2020,23:56,저녁,토요일,서해 지방청,완도,완도 파출소,전라남도,완도군,군외면,원동대교 아래 해안가(육상) 달도 방향,해안가,,,침수,추락,34.39431389,126.6440333
2020-04-26,2020,20:28,저녁,일요일,서해 지방청,여수,나로도 파출소,전라남도,고흥군,봉영리,고흥군 동일면 봉남 갯마을,항포구,봉남 갯마을,,비침수,추락,34.48482222,127.4891556
2020-05-04,2020,15:00,,,서해 지방청,완도,완도 파출소,전라남도,완도군,청산면,전남 완도군 청산면 도청리 선착장,항포구,청산도항,선착장,침수,추락,34.18117222,126.8549694
2020-05-04,2020,13:02,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 금천항 방파제,항포구,금천항,방파제,침수,추락,34.63709167,127.7245222
2020-05-06,2020,15:31,,,남해 지방청,울산,울산 파출소,울산광역시,남구,매암동,울산항 1부두(석탄부두) 대한통운부두 ,항포구,울산항,울산항 1부두(석탄부두),침수,추락,35.52853333,129.3759611
2020-05-11,2020,18:26,저녁,월요일,중부 지방청,인천,인항 파출소,인천광역시,중구,항동,인천 중구 남항부두 인근 ,항포구,남항부두,,침수,추락,37.44568889,126.6052806
2020-05-12,2020,12:58,오후,화요일,서해 지방청,목포,진도 파출소,전라남도,진도군,의신면,초평항,항포구,초평항,,비침수,추락,34.41223056,126.3364417
2020-05-21,2020,05:41,심야,목요일,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양읍 달아항 선착장 ,항포구,선착장,,침수,추락,34.76555556,128.405
2020-05-31,2020,23:22,저녁,일요일,서해 지방청,여수,봉산 파출소,전라남도,여수시,삼일동,여수시 신덕동 신덕방파제 인근 해상 익수자 발생 신고,항포구,,신덕 방파제,침수,추락,34.82653056,127.7687417
2020-06-04,2020,14:35,오후,목요일,남해 지방청,통영,남해 파출소,경상남도,남해군,이동면,남해군 이동면 초음리,항포구,광두항,방파제,침수,추락,34.82816389,127.9442389
2020-06-26,2020,20:30,저녁,금요일,동해 지방청,동해,강릉 파출소,강원도,강릉시,강동면,강릉시 강동면 심곡리 심곡항 내,항포구,심곡항,항내,침수,추락,37.66558333,129.0531944
2020-06-29,2020,21:09,저녁,월요일,동해 지방청,포항,구룡포 파출소,경상북도,포항시,남구,구룡포항내 슬립웨이,항포구,구룡포항,,침수,추락,35.98975,129.5604667
2020-07-16,2020,23:38,,목요일,남해 지방청,통영,장승포 파출소,경상남도,거제시,장승포동,장승포항 거제수협 위판장 앞 해상,항포구,장승포항,거제수협 위판장,침수,추락,34.86720278,128.7294111
2020-07-26,2020,11:42,,일요일,남해 지방청,울산,방어진 파출소,울산시,동구,방어동,상진항 구 대행신고서 앞 해상,항포구,상진항,해안도로,침수,추락,35.48170278,129.4213861
2020-07-27,2020,20:19,,월요일,중부 지방청,평택,안산 파출소,인천광역시,덕적면,울도리,인천시 옹진군 울도선착장,항포구,울도항,선착장,익수,추락,37.02784167,125.9990639
2020-08-01,2020,03:47,,토요일,남해 지방청,통영,통영 파출소,경상남도,통영시,도천동,통영대교 옆 십오야장어숯불구이,해안가,해안도로,통영대교 밑,익수,추락,34.83283611,128.404325
2020-08-02,2020,19:01,,일요일,제주 지방청,제주,제주 파출소,제주특별자치도,,,삼양3동포구,항포구,,,비익수,추락,33.535,126.5930556
2020-08-08,자살,07:37,,토요일,중부 지방청,인천,강화 파출소,인천광역시,,,인천시 강화군 외포리 선착장,항포구,외포리항,슬립웨이,익수,추락,37.70044444,126.3811833
2020-08-09,2020,06:53,,일요일,남해 지방청,통영,노량 파출소,경상남도,남해군,설천면,고사 방파제 인근,항포구,방파제,,익수,추락,34.89164722,127.9249833
2020-08-20,2020,01:48,,수요일,서해 지방청,군산,비응 파출소,전라북도,군산시,오식도동,군산시 비응도동 비응항 수협위판장 앞 해상,항포구,비응항,수협위판장,익수,추락,35.93563333,126.5322028
2020-08-21,2020,18:27,,금요일,중부 지방청,보령,장항 파출소,충청남도,서천군,장항읍,장항읍 590-20 원수출장소 앞 해상,항포구,선착장,슬립웨이,비익수,추락,36.00057778,126.7216833
2020-08-23,2020,12:26,,일요일,서해 지방청,부안,변산 파출소,전라북도,부안군,변산면,가력도항내 3잔교 앞 해상,항포구,가력항,슬립웨이,익수,추락,35.726125,126.5289306
2020-08-30,2020,06:11,,일요일,서해 지방청,여수,녹동 파출소,전라남도,고흥군,금산면,고흥군 금산면 우두항 방파제,항포구,우두항,방파제,익수,추락,34.44994444,127.0996833
2020-09-06,2020,00:00,,일요일,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,동고리 대행신고소(신지로1220-84) 앞 선착장,항포구,동고리항,동고리 선착장,익수,추락,34.32477778,126.8818139
2020-09-07,2020,07:02,,월요일,남해 지방청,통영,사천 파출소,경상남도,사천시,동서동,사천시 삼천포구항 신수도 도선장 앞 해상,항포구,삼천포구항,신수도 도선장 슬립웨이,익수,추락,34.92670833,128.0647528
2020-09-15,2020,21:10,저녁,화요일,서해 지방청,여수,봉산 파출소,전라남도,여수시,화양면,동방 약 70미터 도로변,해안가,해안도로,,침수,추락,34.7279,127.5620222
2020-09-18,2020,06:56,,금요일,남해 지방청,통영,고현 파출소,경상남도,거제시,둔덕면,학산 마을 학산항 방파제 앞 해상,항포구,학산항,방파제,익수,추락,34.85581389,128.4761722
2020-09-23,2020,12:15,,수요일,남해 지방청,부산,다대 파출소,부산광역시,사하구,다대2동,낫개항 옆 도로,항포구,낫개항,방파제,익수,추락,35.05727222,128.9782222
2020-09-29,2020,06:33,,월요일,중부 지방청,평택,평택 파출소,충청남도,당진시,신평면,충남 당진시 맷돌포구 선착장 2/3 지점,항포구,맷돌포구,선착장,익수,추락,36.90993889,126.8149917
2020-10-02,2020,13:47,,금요일,중부 지방청,보령,오천 파출소,충청남도,보령시,오천면,오천면 수협 앞 슬립웨이,해안가,오천항,선착장,익수,침수,36.43910833,126.5194889
2020-10-07,2020,05:54,,수요일,제주 지방청,서귀포,서귀포 파출소,제주특별자치도,서귀포시,송산동,서귀포항 5부두,항포구,서귀포항,5부두,비익수,추락,33.23648333,126.5676667
2020-11-10,2020,07:09,,화요일,남해 지방청,통영,노량 파출소,경상남도,남해군,설천면,남해군 설천면 진목항 방파제 앞 10m 해상,항포구,진목항,방파제,익수,추락,34.88813889,127.9176778
2020-11-11,2020,06:00,,수요일,동해 지방청,속초,속초 파출소,강원도,고성군,토성면,아야진 남방파제,방파제,아야진항,방파제,비익수,추락,38.27115278,128.5579278
2020-11-17,자살,16:50,,화요일,중부 지방청,보령,오천 파출소,충청남도,보령시,천북면,충남 보령시 천북면 나룻개길 80 블루오션 팬션 앞,해안가,천북항,해안도로,익수,추락,36.44431389,126.5204
2020-11-25,2020,14:45,,수요일,서해 지방청,완도,마량 파출소,전라남도,완도군,금일읍,충도 선착장앞,항포구,충도항,슬립웨이,익수,추락,34.37879444,127.0732167
2020-11-30,2020,05:48,,월요일,중부 지방청,인천,하늘바다 파출소,인천광역시,,,을왕리해수욕장 이모네 조개구이집 앞,해안가,해수욕장,해변,비익수,침수,37.44586944,126.3736083
2020-12-16,2020,11:11,,수요일,남해 지방청,통영,통영 파출소,경상남도,통영시,항남동,통영시 항남동 해수랜드 앞 해상 차락추락 발생,항포구,해안가,해안도로,비익수,추락,34.84195833,128.4247889
2021-01-14,자살,00:13,,,제주 지방청,제주,제주파출소,제주특별자치도,제주서,,도두유람선 물양장 북쪽 끝단 약 100m 해상,항포구,도두유람선,소형선 부두,침수,추락,33.506675,126.4658861
